# generated-by: python -m ebr normalize --spec research/baselines/specs/EXP-BASE-SIZE-small.yaml --include-incomplete
# tool: ebr 0.1.0 (research/tools/ebr)
# tool-git-sha: ab31252312efde894207d1dacdd421d54c7f9e97
# experiment: EXP-BASE-SIZE
# input: research/raw/EXP-BASE-SIZE/20260917T031201Z-e86b28.jsonl sha256=None
# input: research/raw/EXP-BASE-SIZE/size-small-20260917T033541Z.jsonl.gz sha256=d579b69af1eb5c5200a81e933dc563313708ae9ac27cacfbd39b26621d92f6f0
# do-not-edit: regenerate with the generated-by command; no number here is hand-entered
run_id,seq,phase,env_id,git_sha,candidate,item_id,split,family,item_key,round,repetition,exit_code,ok,valid,timing_effective,decision_grade_timing,invalid_reasons,item_sha256,output_bytes,artifact_kind,artifact_sha256,artifact_tree_sha256,artifact_logical_tree_sha256,input_bytes,ratio,roundtrip_ok
size-small-20260917T033541Z,215,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f01-tuning-ripgrep-14-1-1-git,tuning,F01,tuning/f01-tuning-ripgrep-14-1-1-git,0,0,0,True,True,False,False,,ec498a26a5a407077f64b2923f3b6f8ac20b33e62b573842eab7a2804798c360,663395,file,3160b5883732838bc94b23208285c9f5e856fbc33dfcd39999ace41ff1a8a157,9b1b6cfd6d552de0cfee562d78604ca134df3f739dd6549b92f7cb26223cafcd,7c96197e48ad30e9f5434c41be621250a9ee4d30e68fecadad5dc8918e5b1054,3025946,0.2192355713,1
20260917T031201Z-e86b28,25,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-6,f01-tuning-zstd-v1-5-7-git,tuning,F01,tuning/f01-tuning-zstd-v1-5-7-git,0,0,0,True,True,False,False,,03ea394ee44340de0bfb15ddbb005da3613f1d7b9462f871e328720c826be26b,2720269,file,cccf351631eb57a58c562eb901561346571b246018f457659da42d919e6cc51d,25412a69a81f91af9c6ad32e413b7bd11e5e36330335d8fd5e101a7dc654fd82,cf02fd8fcc9f03b8a5f8965d3cd3bf97a076f7b0c7c64bee31fd8e085a9b62bb,8354806,0.3255933172,1
size-small-20260917T033541Z,25,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f01-tuning-zstd-v1-5-7-git,tuning,F01,tuning/f01-tuning-zstd-v1-5-7-git,0,0,0,True,True,False,False,,03ea394ee44340de0bfb15ddbb005da3613f1d7b9462f871e328720c826be26b,2720269,file,cccf351631eb57a58c562eb901561346571b246018f457659da42d919e6cc51d,25412a69a81f91af9c6ad32e413b7bd11e5e36330335d8fd5e101a7dc654fd82,cf02fd8fcc9f03b8a5f8965d3cd3bf97a076f7b0c7c64bee31fd8e085a9b62bb,8354806,0.3255933172,1
size-small-20260917T033541Z,357,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f04-tuning-sourcelike,tuning,F04,tuning/f04-tuning-sourcelike,0,0,0,True,True,False,False,,b56fe387e30f1a12a6ccfe004a97f6b50fdb5c7e8568e57a35f7ded21715d79e,3595477,file,a740913bf695db5426acb3896065bf417ce9258b4a1dbf80d4fdf7a06ffe8297,54a57939d38045adc6cc515bc767772b6478551df6c07b8070ecb441da8b2a80,f32c4bd259a1b66c260c01ddc11a1cd43648b658e235731e237d6e3a784c0d9b,7135147,0.5039107113,1
size-small-20260917T033541Z,168,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f05-tuning-gen-logs-a-small,tuning,F05,tuning/f05-tuning-gen-logs-a-small,0,0,0,True,True,False,False,,347133d2f5b49009f33cc0f85b5bb3d0f618c74e63d50b70c6f1d31760466663,2306729,file,e12364f1b94083d5324c2645fde4cbaf5a7a588092635cdb2c69ac689ddedd13,7c398e4d0083cebca14ea7213e2cad07be7149ef10c5cda35565db730927ce4d,7a2f4b25197b1edb1927b1818f539f780fcd8d339e55e66481714738deb87f07,12000078,0.1922261672,1
size-small-20260917T033541Z,513,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f06-tuning-census-popest-2023,tuning,F06,tuning/f06-tuning-census-popest-2023,0,0,0,True,True,False,False,,9dcf55ff9477a1e623e39c9dec36ff2dad16850fc6c44b07359ec58005b0b4ec,657538,file,aae04dab7711f2177e6e05b74f4f78a8639195962a3de5cfce721c414fb9f30d,753af58859a97b113ca9d85a4245f1d0bf15ae481fecb3ec945dfe7ca1f0a74f,fbb7ea8b7328dee58316b37da77f4babf6e0b5168f671e458eee2307805b7d0b,1428893,0.4601730151,1
20260917T031201Z-e86b28,79,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-6,f06-tuning-gen-structured-a-small,tuning,F06,tuning/f06-tuning-gen-structured-a-small,0,0,0,True,True,False,False,,973fa18b958a1f7aeffb77eff05bc2e5927beadd8efa0fd4d404a2ed9f6f6698,3538891,file,fe0aea4432b52644b00a2f5d0fa0c002cb9a7ac88cbe719863fbccbd206306aa,cc6a2884bad0c15ffe9745b61f711a898925e6abcefa8d3793652b8f7d0f5fe5,240d53b4e9f4bb85961a57a056482be753dca07dacc48b3e599f0f999f87d925,14211346,0.2490187066,1
size-small-20260917T033541Z,79,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f06-tuning-gen-structured-a-small,tuning,F06,tuning/f06-tuning-gen-structured-a-small,0,0,0,True,True,False,False,,973fa18b958a1f7aeffb77eff05bc2e5927beadd8efa0fd4d404a2ed9f6f6698,3538891,file,fe0aea4432b52644b00a2f5d0fa0c002cb9a7ac88cbe719863fbccbd206306aa,cc6a2884bad0c15ffe9745b61f711a898925e6abcefa8d3793652b8f7d0f5fe5,240d53b4e9f4bb85961a57a056482be753dca07dacc48b3e599f0f999f87d925,14211346,0.2490187066,1
size-small-20260917T033541Z,428,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f07-tuning-gen-numeric-a-small,tuning,F07,tuning/f07-tuning-gen-numeric-a-small,0,0,0,True,True,False,False,,38689515f3614e9625fd5f45f07baa90838f75556499614b820fbcfba392a290,8062192,file,63e3d3313891e98677f433f83ed54c8fccceba818b878fc6b52c5788f0260c89,941ba49ab0376fdff17ddb539c563c825dec78171c98b43c05c7581c0039025c,9637340155d1ef9b24650b6a7a39a640aa6940d4db5468e0a40d3e7355176766,12292022,0.655888185,1
size-small-20260917T033541Z,312,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f07-tuning-silesia-sao,tuning,F07,tuning/f07-tuning-silesia-sao,0,0,0,True,True,False,False,,dc2c0e0d0347d178ee71a4b5559b986c6e40d9ee295c96174948b88e552d8338,5332908,file,c7d5f05e68e96351c949836c1145d9f620ccd1a90da1f8e83925934987e4210f,b5d93a5d7afda2528c7bf8354d16574dafe2633166092b25d22aeb2ebedba3bd,704f8c6ea14198fd3193425dd4efba9787c19bc7a101f6ea6136d6ad1006473f,7251944,0.735376335,1
size-small-20260917T033541Z,269,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f07-tuning-silesia-xray,tuning,F07,tuning/f07-tuning-silesia-xray,0,0,0,True,True,False,False,,aa727f68e33c9da5d2f796d8a5aa9ee3a9df70ea422a9c7dca90b0e38bec5279,6037878,file,f4f80ca21d75ce788c9001dba87d185041f4c43d3dfb3761143d15ffead8e51f,b700209c62292a14f02789be0648a5bbdc872ad23898aa661fef5c8f58eb5f10,7e92913061a751766eb358f8bc1c6fddd593474bdb0326459ecfe0a60c5bd936,8474240,0.7124978759,1
size-small-20260917T033541Z,450,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f08-tuning-gen-sqlite-tpch-small,tuning,F08,tuning/f08-tuning-gen-sqlite-tpch-small,0,0,0,True,True,False,False,,63e9424b72e496e9b1fc48c10bf58e608d51b9faa41725c595d50f09cad03ac5,3609883,file,71d172c86a5f6b022e9ea9dac08df7b18ebf0435d10e7d77131d59c6c9dd01f7,df3457a85007fbb37dc2dccadd4dd66a2955b8adad9b68d653f6b173d7756a0b,a9cfca8935fc855498004d8ac734ff00d30590d151ebe1e8e1e5aa2ecb6d0bfa,10383360,0.3476603912,1
size-small-20260917T033541Z,537,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f11-alpine-324-apks,tuning,F11,tuning/f11-alpine-324-apks,0,0,0,True,True,False,False,,31f35fde2f8c848c5611108933facfb3fbc5ccb3e2d328d28e83451ca9838468,10059746,file,2431876bc6704ed4033b818010feab124e7c0b58c052d210b94bf2ede5006b3c,4a0c5f27e2af8d3babb02820794abcf46f14e487c9a31fa423c47afb2e2ab1a6,5c4e5cc7bc48537f404a9d3b4a9451727c8a685cbbabdcea7d1ed6f2f79a2cb2,10071278,0.9988549616,1
20260917T031201Z-e86b28,34,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-6,f12-tuning-kodak-jpeg-edge-cases-small,tuning,F12,tuning/f12-tuning-kodak-jpeg-edge-cases-small,0,0,0,True,True,False,False,,9967c37adeed755462be9ba7cc679d3cedc01edbc408f3761b0e0674b3ae73b4,6675394,file,85d2991784fa4dc59248c715c6eae6c35d8998abfe803978eee78e588ea51d7a,fe160f53c3603d3f310cc609d8c9fc53dc3cbfdb796b62748bed73e858e697d6,10a4639c9a3b3efc52bcdaa5659ba28e1dc18173ff12a12b27ef2a51e8caed1c,9116188,0.7322571671,1
size-small-20260917T033541Z,34,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f12-tuning-kodak-jpeg-edge-cases-small,tuning,F12,tuning/f12-tuning-kodak-jpeg-edge-cases-small,0,0,0,True,True,False,False,,9967c37adeed755462be9ba7cc679d3cedc01edbc408f3761b0e0674b3ae73b4,6675394,file,85d2991784fa4dc59248c715c6eae6c35d8998abfe803978eee78e588ea51d7a,fe160f53c3603d3f310cc609d8c9fc53dc3cbfdb796b62748bed73e858e697d6,10a4639c9a3b3efc52bcdaa5659ba28e1dc18173ff12a12b27ef2a51e8caed1c,9116188,0.7322571671,1
size-small-20260917T033541Z,744,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f13-tuning-kodak-image-codecs-small,tuning,F13,tuning/f13-tuning-kodak-image-codecs-small,0,0,0,True,True,False,False,,fce3e6247e1363ab6e908501622528e7bae7c3463375e3239cf4a52970df7890,13417277,file,73f80356696bf5950ee7ad9b701c644e06d0fa193d127afc7ec78ceca4792595,cf08e27cb599d5c12899caaa90227c974a3f952a53b58ecc550db16bdb7c85cb,41e472a9a30ff4911929de46a224df88e0b05771ee3b96ea5e45c34ba7c58849,13997400,0.9585549459,1
size-small-20260917T033541Z,575,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f13-tuning-nasa-ntrs-pdf-small,tuning,F13,tuning/f13-tuning-nasa-ntrs-pdf-small,0,0,0,True,True,False,False,,15b5ea8e359399cdfd892fb94c6050bb2fb9b1099e155879fdf71fd2fdb433f4,14441464,file,bbf074aaa4ca3448046ea882ae11b005034c08c67be1e03be164b860464a01b0,c9d901addbe00b26acc32a58858b383920361173ad97dac6a1559320df3f5df4,813c7c606fa570f5a3f49cb54e6b65105070a6af3fa1f28c1eb08a6e4177bcd1,15375890,0.9392278431,1
size-small-20260917T033541Z,622,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f14-apache-maven-3916-bin-tarball,tuning,F14,tuning/f14-apache-maven-3916-bin-tarball,0,0,0,True,True,False,False,,18166e210fbfe2e94aacbf95224ae9412666088c5217567eb5dcbc8a2470e82e,9277516,file,57a5b58a5b7fd964418cf9d43ef2fb02593319fa404f6555741a0d8c6f1aff37,95a6e82d6736c2e2c540bdadff3d99ac4d204f81f641e538e591438f17d038c6,baed2ee11d5ed021fbe43942a20b61e6ae5814d7911dcb9a0d2e16044a0929a8,9278065,0.9999408282,1
size-small-20260917T033541Z,160,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f14-gen-nested-archives-py,tuning,F14,tuning/f14-gen-nested-archives-py,0,0,0,True,True,False,False,,157fd3997e87eacd259597c65fe600169501b7ce21f04ccca35ce546a9c810e8,3793149,file,d70f2364ee7d5e8a2ca0f323828ece1e0c1a34c0540862557bfd05f050089cd3,889ba593fe1a413469e8cbe05130bfd7f3c4bc7827ec669f99a58bc001020a71,d4f656c7543bc8a028f807cd32439b5b178ae1c8413e3a74fdc90c1f1b77005c,4476290,0.8473867868,1
size-small-20260917T033541Z,719,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f16-alpine-3241-minirootfs-ext4-qcow2,tuning,F16,tuning/f16-alpine-3241-minirootfs-ext4-qcow2,0,0,0,True,True,False,False,,c36d2ccb77281a0c5b897cb5dee4e47a90bb4778e38be8883e98a6eca32e6fd7,3724412,file,cd7cdc39c3c06bf5e6fed9c21a9efb8ac5107d745b1222ba72e4e9ae3b0d0ca1,287bbd114feda71a84488c71affbe95a6b2e0148f5dfddcee06a2e1e50140c4b,35971350ecc4c7e9b7038ddf04c41f0a70e211be2940679e0af04cb6a1f69b6e,9896220,0.3763469284,1
20260917T031201Z-e86b28,115,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-6,f18-tuning-lz4-releases-1-9-to-1-10,tuning,F18,tuning/f18-tuning-lz4-releases-1-9-to-1-10,0,0,0,True,True,False,False,,444b02e229a927848728c6420958fa2ac21ae2f5478bdd78c6894c00718c5794,2458145,file,b3414924b027736bc396cb33d849fe4b46606c6bf9cfd4b1cc96503af42bffae,5123584239581899b4f1307ac01bb14462442007bd5163128fad1ceeb03e2041,3cdb9c58bcbe4e7f0cc835c0ec6e84c4434879df1d54f3c8a8599b8b392e869c,8893080,0.2764109847,1
size-small-20260917T033541Z,115,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f18-tuning-lz4-releases-1-9-to-1-10,tuning,F18,tuning/f18-tuning-lz4-releases-1-9-to-1-10,0,0,0,True,True,False,False,,444b02e229a927848728c6420958fa2ac21ae2f5478bdd78c6894c00718c5794,2458145,file,b3414924b027736bc396cb33d849fe4b46606c6bf9cfd4b1cc96503af42bffae,5123584239581899b4f1307ac01bb14462442007bd5163128fad1ceeb03e2041,3cdb9c58bcbe4e7f0cc835c0ec6e84c4434879df1d54f3c8a8599b8b392e869c,8893080,0.2764109847,1
size-small-20260917T033541Z,604,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f01-validation-redis-7-2-16-git,validation,F01,validation/f01-validation-redis-7-2-16-git,0,0,0,True,True,False,False,,b7a5bbe86081a869151bddbf2d9b09b992b17b9bea316a858c96f186f2a4c0e1,4136681,file,e6f645122aa8d00a277c306e4cc016d3a68de862b53239adb123234b1f060023,0e5920d598293c627d08b4d52b31b1d05295944519b8cbde3b6e271fc656192e,c74e67fc93b906179deeee07c50c2cb4ed74842ab64b74d2c6f56e46354669ff,15564620,0.2657746222,1
size-small-20260917T033541Z,382,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f02-validation-cjson-cmake-build,validation,F02,validation/f02-validation-cjson-cmake-build,0,0,0,True,True,False,False,,08d34a938473b2df884b852facf324be1a1ef6254f68b2264d80c62d1289aa33,2047800,file,95006c15d2168859c160e6cdef1b29f70c3b8e1e7e7f35238e7b089d6ff8e25f,4567b49cd53d1bb643472c6c5e1df7857e3e0bfbf66291586e27ba7f01788de1,6d3ee8350726c0a7c74d986ac9007146dc796eb92f7a6b5ddb9cb7f88b8578bc,6141772,0.33342169,1
size-small-20260917T033541Z,690,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f05-validation-rfc-texts,validation,F05,validation/f05-validation-rfc-texts,0,0,0,True,True,False,False,,f1ad69e2e209ee79f2f74ca4325cab81575dbe64fabba9da569d2fac0f6c0c75,1045783,file,004a52eb136ff35d9b848218e3b2a184167881aec2ddb32c6a66cb7849dac2ee,ff912821dad981bcd9e7ba0270303b5f7658b10324b1f3a61c151cf9f6b413dd,eaf962aa3a3c99aa39f01444d4e118f9ad6c6be53835fac917966ece5faad15a,3830137,0.2730406249,1
20260917T031201Z-e86b28,111,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-6,f06-validation-osm-monaco-20250101-xml,validation,F06,validation/f06-validation-osm-monaco-20250101-xml,0,0,0,True,True,False,False,,3d9e7493403cad8a032410fc59e97957370239d988a7927d8e7f828ea623b5fc,1216377,file,0f85038c388a1e79190bf7bca5efb422637378a56841300fa2a973ef8a57ae9d,116067c16c2c988e7b69c3d713b7c83ed32683a406d956c6b1e321821369212b,cf9b6b36fd1ebd8258e3ee92d39ab8146d6bcf3a6d940033ba9b66b103f664ab,9284903,0.131005892,1
size-small-20260917T033541Z,111,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f06-validation-osm-monaco-20250101-xml,validation,F06,validation/f06-validation-osm-monaco-20250101-xml,0,0,0,True,True,False,False,,3d9e7493403cad8a032410fc59e97957370239d988a7927d8e7f828ea623b5fc,1216377,file,0f85038c388a1e79190bf7bca5efb422637378a56841300fa2a973ef8a57ae9d,116067c16c2c988e7b69c3d713b7c83ed32683a406d956c6b1e321821369212b,cf9b6b36fd1ebd8258e3ee92d39ab8146d6bcf3a6d940033ba9b66b103f664ab,9284903,0.131005892,1
size-small-20260917T033541Z,417,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f08-validation-sakila-sqlite,validation,F08,validation/f08-validation-sakila-sqlite,0,0,0,True,True,False,False,,a6948d1c607b2d27c1270d79f5103df1a902f56711fa5459525d48aea7750d25,1690647,file,b016b11dc21f27682ec48d5676e8b3a54f4fb8eae84b0377e83dd333b3824e44,bfe27c1f6987345738631174f8f90670f5356c0a829d1209543fd8de072d2db7,226d7213943182c52746aa72cbf65e14d5c775598f80cbbc0c00039f15771c5a,5791744,0.2919063757,1
size-small-20260917T033541Z,484,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f12-validation-fsa-jpeg-edge-cases-small,validation,F12,validation/f12-validation-fsa-jpeg-edge-cases-small,0,0,0,True,True,False,False,,cc3b3d2370e2388e24a1d350e8df33a20c7d6e15998c529d39a2bf0699a47ab8,4622643,file,de876008736a500f829706ec5fc11cb87703ad6166fadb9f59f3db7481aec1ef,881b62324a418ff9347c668695250489edce84216a2ca28d4181a01f1bc335ab,821e7158f055ea58da0fdafd670af5a514391a96feb35f99ec0f0cb5937f3159,7043701,0.6562804128,1
size-small-20260917T033541Z,291,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f13-validation-federal-register-pdf-small,validation,F13,validation/f13-validation-federal-register-pdf-small,0,0,0,True,True,False,False,,39b69358d1f4097038acdb1415adf5a563674db3e0b362de459c21030da60461,12715034,file,934e1c3aaefd8dde40092a39274ba24619dbf7bca4868091285edd82d8213ae0,7427e52ec98b86652987e10658948eaa40754df7f78668517fe44e1758b6f496,0b72674b945b7c1e7eb8e31e783b7e23a24eddd95e702b66907aaf0daff2c1b8,15566803,0.8168044524,1
size-small-20260917T033541Z,242,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f13-validation-fsa-image-codecs-small,validation,F13,validation/f13-validation-fsa-image-codecs-small,0,0,0,True,True,False,False,,6904831763e734652931ea4a7a13a792c196c2a319b38b84b94825b1c9367c28,9637326,file,ecc7675ebaa40337e9aa059742448cb4d5219b210c1426f43e7c417234649a33,a2ffb3f4c00530a76f5526a24a56d590dade8b6edfb10aeac37cc5d37a82cef0,37a156f241c1c487267d3b359753222baa511661cc81adf6818c9265ed5b35c7,10819211,0.8907605185,1
size-small-20260917T033541Z,671,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f18-validation-cjson-releases,validation,F18,validation/f18-validation-cjson-releases,0,0,0,True,True,False,False,,74221ee141f76a3764d55a847ac7356577603e413f05f49de256a8a88eebc0e2,3636291,file,bdf73cc2e834b466e3a5d19f08b4e04dd9543c0d5cd6901cf68edcd7db5a8ef1,0bffc06b48f05e05a0721d6cd4307507ed153ad9d10ca26652005af841efb425,8656d85329c11b7ba2eb0c7e49288f3411f640aa0db8cad3a6b222a208a19434,10070828,0.3610717014,1
size-small-20260917T033541Z,756,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-6,f19-validation-deep,validation,F19,validation/f19-validation-deep,0,0,0,False,False,False,False,command_or_check_failed,a0b3958766a1d11fd5153319597fc05f21085edc001ea4e3852bcfdb83ff93cd,4891947,file,424ebd29902eedcf938f9b8bef8c5e22b3ab355147bd10ec77504dbaba53e24e,996d72f7c18fa91b26653dc374d8fb03662937c3c266fe3e74aae751464fd9e7,61057afdbcc34ce2b048e31cec0cf412232df27a155b81df839167f220538ab7,6040,809.925,0
size-small-20260917T033541Z,199,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-9,f01-tuning-ripgrep-14-1-1-git,tuning,F01,tuning/f01-tuning-ripgrep-14-1-1-git,0,0,0,True,True,False,False,,ec498a26a5a407077f64b2923f3b6f8ac20b33e62b573842eab7a2804798c360,659235,file,9aa67adebdee05d987c46eeb643966990c8cc8a0d91a29e87d5704c37e70730e,292f4e37bf3fc34eb2a23ff2c5c54adb3e3ea2ce2222a1df0bd8b8ea5bb7af4d,90bd3809d47a2a7277d7879742ff90617ea97490f68606c864477adb71293dfd,3025946,0.2178607946,1
20260917T031201Z-e86b28,6,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,c3f229b3551b25e6c5bd1f46d601508d97555e3c,zip-9,f01-tuning-zstd-v1-5-7-git,tuning,F01,tuning/f01-tuning-zstd-v1-5-7-git,0,0,0,True,True,False,False,,03ea394ee44340de0bfb15ddbb005da3613f1d7b9462f871e328720c826be26b,2707643,file,ec41ec6d7d52953b427aa021031b78525b6a861fec294714488025cbc9752ef4,72b854d0538fd833b4a7df48d09cf5bda77fa5abbd180c5a5ddac33567fb4a87,d7a03b8f00a9f2ad1f42225a8acdd4cecf30c76a1879f1d2acf34ff719f5622f,8354806,0.3240820912,1
size-small-20260917T033541Z,6,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-9,f01-tuning-zstd-v1-5-7-git,tuning,F01,tuning/f01-tuning-zstd-v1-5-7-git,0,0,0,True,True,False,False,,03ea394ee44340de0bfb15ddbb005da3613f1d7b9462f871e328720c826be26b,2707643,file,ec41ec6d7d52953b427aa021031b78525b6a861fec294714488025cbc9752ef4,72b854d0538fd833b4a7df48d09cf5bda77fa5abbd180c5a5ddac33567fb4a87,d7a03b8f00a9f2ad1f42225a8acdd4cecf30c76a1879f1d2acf34ff719f5622f,8354806,0.3240820912,1
size-small-20260917T033541Z,349,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-9,f04-tuning-sourcelike,tuning,F04,tuning/f04-tuning-sourcelike,0,0,0,True,True,False,False,,b56fe387e30f1a12a6ccfe004a97f6b50fdb5c7e8568e57a35f7ded21715d79e,3588088,file,f5d4ca4c14f1d6482dea927a98adc1882a06829224be0cb7190c5090de839f8f,49ae32f607c2dc6c9aa9b50694316ff0d53d71ef6254b97a9af1568ae6d32cfa,c0de0d029430ee7572694aa8f5e22dd78f8545d799dbcedb0d830a08b6bd6109,7135147,0.5028751335,1
size-small-20260917T033541Z,180,measure,8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,e2b6ded547c728588b7ed23bdfb5ac3de0f22546,zip-9,f05-tuning-gen-logs-a-small,tuning,F05,tuning/f05-tuning-gen-logs-a-small,0,0,0,True,True,False,False,,347133d2f5b49009f33cc0f85b5bb3d0f618c74e63d50b70c6f1d31760466663,2223712,file,7aab93ca93d883e4ca318525301a9966972aa440718af15ada1200d6691f36d8,8e2e1c6a53eae2a5cfdb27bff1ae27050e3cdd16c045cb544b6368e8b9bb471b,662fc204a71b762ea080819dac4b7be19a713495d1d1e621be60f4fe05ba8170,12000078,0.1853081288,1
