# generated-by: python -m ebr normalize --spec research/baselines/specs/EXP-BASE-SIZE-small.yaml --include-incomplete
# tool: ebr 0.1.0 (research/tools/ebr)
# tool-git-sha: ab31252312efde894207d1dacdd421d54c7f9e97
# experiment: EXP-BASE-SIZE
# input: research/raw/EXP-BASE-SIZE/20260917T031201Z-e86b28.jsonl sha256=None
# input: research/raw/EXP-BASE-SIZE/size-small-20260917T033541Z.jsonl.gz sha256=d579b69af1eb5c5200a81e933dc563313708ae9ac27cacfbd39b26621d92f6f0
# do-not-edit: regenerate with the generated-by command; no number here is hand-entered
env_id,candidate,metric,family,unit,unit_of_analysis,decision_grade,n_units,n_items,median,p90,p95,iqr,mad,geomean,ci_lower,ci_upper,ci_confidence,ci_status
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,dwarfs-l7,ratio,size,,item_median,True,27,27,0.2737644655,0.9309933325,0.9818095868,0.4926241116,0.1332573315,0.2727368578,0.1606463248,0.6054764793,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,dwarfs-l9,ratio,size,,item_median,True,27,27,0.2411559457,0.9288592457,0.979897837,0.4165140025,0.1491825891,0.2607191705,0.1573661291,0.5299585568,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,zpaq-m5,ratio,size,,item_median,True,24,24,0.2724013811,0.9109114695,0.9840156127,0.4749246378,0.1568888166,0.2452678509,0.130348005,0.6234841456,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,zip-6,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,zip-9,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,7z-zip-9,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,targz-gzip-6,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,targz-gzip-9,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,targz-pigz-9-t1,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,targz-pigz-9-tN,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarzstd-3-t1,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarzstd-19-t1,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarzstd-19-tN,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarzstd-22-ultra-long27-t1,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarxz-6,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarxz-9e,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarxz-pixz,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarlz4-1,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,tarbrotli-q11,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,7z-mx5-solid,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,7z-mx9-solid,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,7z-mx9-nosolid,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,squashfs-zstd,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,squashfs-xz,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,wim-lzx,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,wim-lzms-solid,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,borg-repo,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,restic-repo,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,dwarfs-l7,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,dwarfs-l9,roundtrip_ok,correctness,,item_median,True,27,27,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
8576a4a4947ee57863c03ba9ebd455a4b41191d3a41a70fd8e35ae7d79db506e,zpaq-m5,roundtrip_ok,correctness,,item_median,True,24,24,1,1,1,0,0,1,1,1,0.99,ok:percentile-bootstrap:median:resamples=20000:seed=20260917
